,Dissimilarity a,Correlation a,Energy a,Contrast a,Homogeneity a,Dissimilarity b,Correlation b,Energy b,Contrast b,Homogeneity b,red 1/4 a,red 2/4 a,red 3/4 a,red 4/4 a,green 1/4 a,green 2/4 a,green 3/4 a,green 4/4 a,blue 1/4 a,blue 2/4 a,blue 3/4 a,blue 4/4 a,red 1/4 b,red 2/4 b,red 3/4 b,red 4/4 b,green 1/4 b,green 2/4 b,green 3/4 b,green 4/4 b,blue 1/4 b,blue 2/4 b,blue 3/4 b,blue 4/4 b
0,13.906250000000002,0.46844187288757455,0.03723867277441558,318.44166666666666,0.07334975081269071,10.909375,0.6254095078867896,0.03864007706456543,220.70520833333336,0.10392809233293417,0,0,503,495,0,227,778,0,1,620,389,0,0,0,217,792,0,62,948,0,0,222,765,22
1,15.422916666666667,0.288845466280124,0.03718035061994739,412.01875,0.07316290685552915,11.867708333333335,0.5706837707501643,0.03841476857205369,231.61979166666666,0.09130540316479828,0,3,786,213,0,498,495,0,14,892,98,0,0,0,595,404,0,301,708,0,8,727,281,0
2,14.206249999999997,0.4311440430359314,0.03752892403052463,368.5083333333333,0.08293926903149777,10.793750000000001,0.5220366016292339,0.039802027446964164,205.85000000000002,0.10273777143881485,0,2,618,377,0,356,647,0,10,740,256,0,0,0,269,744,0,87,932,0,0,277,725,0
3,15.219791666666666,0.38109860470449114,0.037500000000000006,383.87812499999995,0.06801327859558516,11.336458333333333,0.24788939097178664,0.042568368211880314,238.53229166666665,0.1049037323220521,0,7,914,95,2,763,245,0,40,920,45,0,0,0,509,479,0,162,846,0,1,733,253,0
4,15.344791666666666,0.2748433290868201,0.03720952312394115,369.6447916666666,0.06085468969715074,12.626041666666667,0.3649294611758215,0.038696199210430646,267.6302083333333,0.07819261610880839,0,0,872,138,0,639,362,0,4,998,13,0,0,0,609,387,0,287,711,0,0,819,191,0
5,16.87708333333333,0.3664884462496822,0.03596390937840015,501.1791666666667,0.06548177507972544,11.759374999999999,0.4095382070372937,0.03933584914270668,245.21979166666668,0.09386268760706355,0,0,499,505,0,248,764,0,2,529,480,0,0,0,191,820,0,56,966,0,0,186,820,0
6,15.146875,0.4661225189530267,0.03593372564720904,388.24062499999997,0.07395546418904386,14.358333333333334,0.3854400601190535,0.036975498644372606,343.4770833333333,0.0832597922428736,0,3,776,224,0,571,434,0,17,879,117,0,0,0,512,492,0,293,713,0,6,716,290,0
7,15.39375,0.3954347750339248,0.03647321125002416,385.3979166666666,0.061025533268051116,12.915625,0.25087139213657617,0.039418516517551044,276.328125,0.07496630514489214,0,8,876,124,1,674,323,0,33,934,46,0,0,0,642,339,0,392,602,0,8,961,46,0
8,12.677083333333332,0.23994505225763052,0.03844300434842903,275.06666666666666,0.06977889546958531,12.620833333333334,0.2148998699850687,0.039856513478560396,267.31041666666664,0.07550796332973059,0,7,1004,10,0,975,39,0,61,952,2,0,0,0,849,151,0,683,305,0,7,1011,4,0
9,11.510416666666666,0.689775520860609,0.03735504391050231,227.86666666666665,0.08888774174967104,11.184375,0.34352484525350263,0.04012783392553796,215.528125,0.09206818431063903,0,15,865,130,7,726,279,0,47,883,74,0,0,0,724,258,0,421,581,0,0,960,49,0
