,Dissimilarity a,Correlation a,Energy a,Contrast a,Homogeneity a,Dissimilarity b,Correlation b,Energy b,Contrast b,Homogeneity b,red 1/4 a,red 2/4 a,red 3/4 a,red 4/4 a,green 1/4 a,green 2/4 a,green 3/4 a,green 4/4 a,blue 1/4 a,blue 2/4 a,blue 3/4 a,blue 4/4 a,red 1/4 b,red 2/4 b,red 3/4 b,red 4/4 b,green 1/4 b,green 2/4 b,green 3/4 b,green 4/4 b,blue 1/4 b,blue 2/4 b,blue 3/4 b,blue 4/4 b
0,4.914583333333333,0.11307460827263344,0.06942534459563181,39.34583333333333,0.18736732127422404,4.89375,0.5185854648436422,0.06143184457411138,37.46666666666667,0.1814503375706518,0,0,7,1013,0,0,1024,0,0,1024,0,0,0,0,41,976,0,7,1016,0,0,1019,1,0
1,5.017708333333333,0.3089073770790325,0.06263873490988713,41.47604166666666,0.18571374204743252,4.972916666666666,0.45887154426057314,0.060308811775542204,40.479166666666664,0.17149090305366774,0,0,86,915,0,3,1017,0,0,1021,2,0,0,0,74,925,0,18,989,0,0,1024,0,0
2,4.642708333333333,0.23767082242966872,0.06936279922744372,35.80729166666667,0.20257078131007852,5.441666666666667,0.40889835084646714,0.06097087761109124,48.510416666666664,0.16781904273836798,0,0,26,988,0,1,1022,0,0,1014,7,0,0,0,74,936,0,19,998,0,0,1024,0,0
3,4.264583333333333,0.3722625084665608,0.07246886304552536,28.985416666666666,0.20530708851485902,5.355208333333333,0.5378802046192782,0.05525744670781185,48.598958333333336,0.18271524407444298,0,0,9,1013,0,4,1018,0,0,1024,0,0,0,0,128,865,0,50,965,0,1,1023,0,0
4,4.432291666666668,0.29423124072689466,0.07100163828313322,31.96770833333333,0.19841611839970918,4.307291666666667,0.41388401393198815,0.07336173692357921,31.096875,0.2054608612580306,0,0,6,1017,0,1,1022,0,0,1024,0,0,0,0,16,998,0,3,1020,0,0,1023,1,0
5,5.280208333333333,0.7151141294972245,0.05066827711256379,45.73020833333333,0.18144013939103243,5.601041666666666,0.5974732407712069,0.05122204522143436,49.905208333333334,0.1622880698249717,0,0,390,589,0,151,852,0,1,1023,0,0,0,0,355,635,0,230,752,0,0,1024,0,0
6,5.471875000000001,0.5766245143675679,0.05372415399261512,49.696875,0.16988458364293643,6.466666666666667,0.7556630495417671,0.04443901876604488,71.30208333333333,0.14331120914708467,0,0,642,329,0,303,675,0,2,1021,0,0,0,0,588,407,0,543,455,0,20,995,1,0
7,5.088541666666666,0.6625677401954744,0.05582400419572609,42.56770833333333,0.17165589192521508,5.909375000000001,0.5805664770323277,0.05124322448437019,62.76354166666667,0.16527606931899572,0,0,257,726,0,88,921,0,1,1023,0,0,0,0,272,718,0,169,835,0,1,1020,1,0
8,5.6260416666666675,0.6877225254525495,0.04876958296133177,52.109375,0.16140160207262802,5.831250000000001,0.40557327016015804,0.05646179263694856,55.31041666666666,0.1559397629269308,0,0,506,468,0,395,581,0,4,1018,0,0,0,0,690,281,0,529,428,0,2,1016,0,0
9,5.214583333333334,0.7113203072973094,0.049913118961295584,43.364583333333336,0.17582636395597318,5.3604166666666675,0.5553462403981521,0.05601804024895314,45.922916666666666,0.1647737902543002,0,0,320,670,0,224,770,0,2,1022,0,0,0,0,411,541,0,262,702,0,2,1021,0,0
10,5.892708333333333,0.37015031572905,0.05566828839953079,56.41145833333333,0.1559917119281975,6.661458333333334,0.426537639903461,0.051116017276605405,73.67604166666666,0.14668086453782916,0,0,963,44,0,833,162,0,16,1004,0,0,0,0,1024,0,0,1023,0,0,254,736,0,0
11,5.613541666666666,0.4380756544810091,0.05613413993878117,52.040625,0.1624204294860168,6.1125,0.6918007643857934,0.04734715907234797,61.447916666666664,0.15251413613077594,0,0,885,105,0,599,368,0,4,1019,0,0,0,0,1011,7,0,998,14,0,262,729,0,0
12,5.511458333333334,0.3531510151726382,0.05992979109851052,50.623958333333334,0.17134766572093504,6.858333333333333,0.7854915879232823,0.04184856130541806,80.12083333333332,0.14901139571476824,0,0,984,28,0,870,123,0,7,1015,0,0,0,18,1001,1,3,1016,3,0,511,476,0,0
13,5.790625,0.6308525354447729,0.04901370981674413,54.467708333333334,0.16129140215950355,5.706250000000001,0.5618569289204228,0.05253966755382705,52.9875,0.16330047315636975,0,0,880,117,0,740,240,0,32,983,0,0,0,0,876,116,0,849,147,0,18,997,0,0
14,7.057291666666666,0.6743114116259113,0.0449247055267663,84.509375,0.1363890931083164,6.590625,0.6614125012928841,0.046444785020016574,73.05520833333333,0.14621630303183922,0,1,1000,19,0,978,40,0,173,830,0,0,0,0,1008,11,0,1005,16,0,211,792,0,0
15,5.976041666666667,0.6462030323947918,0.04883628404054601,57.901041666666664,0.1541766360592923,6.341666666666667,0.6524279706308307,0.047094393981072145,67.52708333333334,0.1513200233609063,0,0,953,55,0,906,90,0,53,958,0,0,0,0,929,72,0,848,137,0,34,976,0,0
16,5.751041666666667,0.8085839051491697,0.04914635880035604,60.91770833333334,0.17871413657745117,5.8625,0.5663120641312637,0.05229125165837972,57.16041666666666,0.15536775103097417,0,3,919,80,1,748,219,0,117,897,0,0,0,0,1024,0,0,1024,0,0,109,894,0,0
17,6.4677083333333325,0.6755784059627117,0.04976071213540078,73.06354166666667,0.15449964924060217,6.2979166666666675,0.7805713270932518,0.04451220962337812,67.9125,0.1514448005871254,0,3,992,23,1,927,76,0,112,906,0,0,0,25,996,0,8,1015,0,0,468,522,0,0
18,6.530208333333333,0.529486118225586,0.048277625942735276,72.36145833333333,0.1449091577884164,8.822916666666668,0.5944264176788143,0.04249182927993987,136.81041666666664,0.11255534654341774,0,0,1022,2,0,1012,10,0,152,844,0,0,0,142,869,0,40,969,2,0,751,236,0,0
19,6.597916666666666,0.6004980488281761,0.04827762594273528,82.25833333333333,0.16413661774035315,9.121875000000001,0.6072943674671648,0.04179667218278933,165.91145833333334,0.12619376644684274,0,0,1003,19,0,973,45,0,82,930,0,0,0,93,918,2,25,983,9,0,568,423,0,0
20,8.951041666666667,0.38319245487424064,0.04421871932664818,138.846875,0.11735957271924002,9.545833333333333,0.6040000188163182,0.04135298591933168,168.70624999999998,0.11224550118954926,0,12,1004,3,0,1014,7,0,415,568,0,0,0,73,932,6,21,972,25,0,596,398,0,0
21,9.061458333333333,0.39243138394300775,0.042338336318544945,138.99895833333332,0.10332547800642856,6.964583333333334,0.4134536302356523,0.05081796215687695,83.32708333333333,0.13903328488453326,0,38,975,0,0,1023,0,0,520,470,0,0,0,14,1007,0,2,1021,0,0,594,381,0,0
22,6.707291666666666,0.7155637173982864,0.04506939094329987,74.903125,0.14168627267544942,7.251041666666667,0.5691831377794699,0.048747328986656624,82.60104166666667,0.11903511089956881,0,0,1009,11,1,965,43,0,154,830,0,0,0,9,1015,0,2,1012,8,0,356,632,0,0
23,7.677083333333334,0.4882490204909305,0.049388623296373745,104.23124999999999,0.12776044726109181,7.366666666666667,0.6812247710477602,0.04320091948609942,88.88125,0.13582924913685887,0,10,1005,4,1,1013,8,0,271,707,0,0,0,18,1001,0,3,1009,10,0,329,670,0,0
24,7.907291666666667,0.44902304074133004,0.04982608642958916,111.36354166666666,0.1294306868728055,8.612499999999999,0.7132507841579051,0.04284784125250653,131.8,0.12554362518649265,0,19,1003,0,2,1014,2,0,357,621,0,0,0,117,885,4,31,963,18,0,572,423,0,0
25,7.805208333333334,0.5438630893327895,0.04700214238616032,108.98854166666665,0.13569780621527192,5.934374999999999,0.5491472541430756,0.05564879328830451,59.76979166666667,0.16387327186930495,0,52,968,0,11,1008,2,0,624,362,0,0,0,1,1023,0,1,1023,0,0,354,627,0,0
